   1.0540000e+03	   1.1420000e+03	   7.0200000e+02	   9.1600000e+02	   5.4200000e+02	   1.3000000e+02	   7.4600000e+02	   1.3960000e+03	   8.2600000e+02	   7.3800000e+02	
   6.8000000e+01	   9.7900000e+02	   1.0220000e+03	   1.9300000e+02	   1.4360000e+03	   8.3400000e+02	   4.5300000e+02	   1.3530000e+03	   1.4610000e+03	   5.1400000e+02	
   4.4300000e+02	   6.3200000e+02	   1.0570000e+03	   6.9900000e+02	   1.3480000e+03	   1.0660000e+03	   7.9800000e+02	   6.0900000e+02	   1.3920000e+03	   4.8200000e+02	
   1.0420000e+03	   1.2610000e+03	   3.0200000e+02	   1.3300000e+03	   1.0030000e+03	   4.4200000e+02	   8.0300000e+02	   1.4900000e+02	   1.4260000e+03	   9.5200000e+02	
   2.4200000e+02	   5.3000000e+02	   7.0300000e+02	   3.6700000e+02	   1.3350000e+03	   8.1200000e+02	   7.0000000e+01	   1.3480000e+03	   5.1700000e+02	   1.4230000e+03	
   8.9300000e+02	   4.2600000e+02	   6.9000000e+01	   8.4600000e+02	   6.4900000e+02	   1.9400000e+02	   7.6000000e+01	   6.3900000e+02	   1.3880000e+03	   7.1800000e+02	
   1.2300000e+02	   6.1400000e+02	   1.3200000e+02	   4.2800000e+02	   7.1000000e+01	   7.2700000e+02	   4.6500000e+02	   8.7000000e+01	   3.6600000e+02	   9.9500000e+02	
   8.3000000e+01	   9.4500000e+02	   7.8100000e+02	   9.8500000e+02	   3.2200000e+02	   8.9800000e+02	   1.4660000e+03	   2.4200000e+02	   3.4700000e+02	   1.4130000e+03	
   1.1320000e+03	   1.3300000e+02	   4.5000000e+01	   1.1620000e+03	   3.5100000e+02	   1.2580000e+03	   5.6000000e+01	   8.9100000e+02	   4.7600000e+02	   5.1200000e+02	
   5.2000000e+01	   2.1300000e+02	   7.3200000e+02	   4.4000000e+01	   7.0100000e+02	   8.0200000e+02	   5.0800000e+02	   2.8800000e+02	   1.1510000e+03	   5.6000000e+01	
   1.2550000e+03	   7.8700000e+02	   1.5800000e+02	   3.1000000e+01	   8.7500000e+02	   1.1020000e+03	   1.1530000e+03	   6.9700000e+02	   1.4390000e+03	   4.2400000e+02	
   6.4000000e+01	   1.1000000e+01	   1.1250000e+03	   1.0100000e+03	   3.3700000e+02	   4.7900000e+02	   5.5500000e+02	   1.1640000e+03	   1.1580000e+03	   1.2610000e+03	
