   1.0420000e+03	   1.3980000e+03	   1.4510000e+03	   1.3600000e+02	   1.1670000e+03	   1.2580000e+03	   2.8000000e+01	   1.4980000e+03	   5.6800000e+02	   3.4300000e+02	
   1.5000000e+01	   1.4990000e+03	   9.7300000e+02	   1.1870000e+03	   8.1300000e+02	   1.0700000e+02	   2.3800000e+02	   4.0100000e+02	   1.0170000e+03	   1.0970000e+03	
   6.3700000e+02	   1.3200000e+03	   1.2910000e+03	   2.8000000e+01	   4.6200000e+02	   1.1040000e+03	   7.2300000e+02	   7.8400000e+02	   9.8200000e+02	   9.2900000e+02	
   9.4700000e+02	   1.1610000e+03	   1.3270000e+03	   9.6800000e+02	   1.3360000e+03	   1.0670000e+03	   8.7800000e+02	   7.5100000e+02	   9.1700000e+02	   9.0200000e+02	
   1.1770000e+03	   1.3000000e+01	   5.7300000e+02	   1.2750000e+03	   7.1300000e+02	   1.0740000e+03	   4.2000000e+02	   1.2240000e+03	   8.7900000e+02	   1.1040000e+03	
   7.6900000e+02	   1.0540000e+03	   9.7200000e+02	   6.3600000e+02	   1.5300000e+02	   1.0820000e+03	   3.4000000e+02	   7.8700000e+02	   1.0480000e+03	   1.3660000e+03	
   1.3790000e+03	   9.5800000e+02	   7.1000000e+01	   3.3900000e+02	   1.1160000e+03	   9.1800000e+02	   4.6400000e+02	   3.4600000e+02	   5.0000000e+01	   9.0800000e+02	
   6.8200000e+02	   1.1450000e+03	   4.0100000e+02	   6.9800000e+02	   3.4100000e+02	   9.9600000e+02	   7.3500000e+02	   3.5700000e+02	   6.3500000e+02	   1.2650000e+03	
   6.4500000e+02	   4.5200000e+02	   1.0520000e+03	   1.2550000e+03	   5.9200000e+02	   1.1690000e+03	   5.1200000e+02	   6.1700000e+02	   4.0000000e+00	   7.1100000e+02	
   4.8100000e+02	   1.1700000e+02	   3.1600000e+02	   1.4320000e+03	   6.2200000e+02	   3.2700000e+02	   1.1620000e+03	   1.4500000e+02	   2.0100000e+02	   7.5000000e+01	
   6.2500000e+02	   7.1700000e+02	   2.2000000e+01	   1.0020000e+03	   1.4600000e+02	   3.1400000e+02	   9.7100000e+02	   9.0000000e+00	   1.0720000e+03	   6.0000000e+00	
   1.4950000e+03	   2.7100000e+02	   4.2900000e+02	   5.0000000e+01	   3.0200000e+02	   1.1450000e+03	   1.3720000e+03	   1.4230000e+03	   9.6800000e+02	   1.5500000e+02	
