   7.1800000e+02	   4.7300000e+02	   4.4800000e+02	   1.1720000e+03	   2.5100000e+02	   2.4100000e+02	   9.9100000e+02	   3.2000000e+02	   2.6000000e+02	   8.8100000e+02	
   8.2700000e+02	   1.7500000e+02	   3.0000000e+01	   3.2900000e+02	   6.7000000e+01	   5.9700000e+02	   1.1510000e+03	   2.4700000e+02	   1.3220000e+03	   8.8400000e+02	
   4.1400000e+02	   1.1270000e+03	   3.8300000e+02	   5.8700000e+02	   5.0100000e+02	   1.0680000e+03	   1.0150000e+03	   4.2000000e+01	   6.7500000e+02	   5.8800000e+02	
   1.4330000e+03	   1.2690000e+03	   7.6300000e+02	   1.1340000e+03	   8.5900000e+02	   1.3090000e+03	   4.9300000e+02	   7.8000000e+01	   1.4870000e+03	   1.1400000e+02	
   5.7500000e+02	   9.3700000e+02	   3.3300000e+02	   1.1310000e+03	   1.4860000e+03	   3.0200000e+02	   4.0300000e+02	   1.0900000e+02	   7.5300000e+02	   1.3010000e+03	
   2.7400000e+02	   3.3100000e+02	   4.7900000e+02	   7.0600000e+02	   7.5700000e+02	   3.0100000e+02	   1.0420000e+03	   1.1420000e+03	   2.7000000e+01	   6.1800000e+02	
   4.4700000e+02	   1.1840000e+03	   1.1120000e+03	   7.2700000e+02	   6.1200000e+02	   1.1830000e+03	   8.0000000e+01	   1.3890000e+03	   1.5600000e+02	   1.4410000e+03	
   2.3400000e+02	   8.4400000e+02	   1.4880000e+03	   1.2880000e+03	   3.5500000e+02	   1.0550000e+03	   6.9300000e+02	   2.4000000e+01	   1.1330000e+03	   1.0670000e+03	
   4.7900000e+02	   6.9000000e+01	   1.0070000e+03	   6.1700000e+02	   1.8700000e+02	   6.5700000e+02	   9.5100000e+02	   1.1210000e+03	   8.2500000e+02	   6.8500000e+02	
   6.9800000e+02	   6.8100000e+02	   5.3300000e+02	   1.0290000e+03	   1.0460000e+03	   1.0260000e+03	   3.0400000e+02	   1.2910000e+03	   1.4750000e+03	   1.2220000e+03	
   1.2530000e+03	   3.6900000e+02	   9.7100000e+02	   1.2470000e+03	   4.4100000e+02	   7.8100000e+02	   8.2100000e+02	   6.5300000e+02	   4.9000000e+02	   1.1200000e+03	
   1.2130000e+03	   1.4570000e+03	   1.3400000e+02	   7.6700000e+02	   1.9900000e+02	   1.3780000e+03	   4.7600000e+02	   5.5900000e+02	   8.7000000e+02	   5.7800000e+02	
