   7.7700000e+02	   1.2080000e+03	   4.3600000e+02	   7.3200000e+02	   3.7600000e+02	   1.0310000e+03	   7.6900000e+02	   3.9200000e+02	   6.7000000e+02	   1.3000000e+03	
   7.3900000e+02	   5.3800000e+02	   1.0870000e+03	   1.2900000e+03	   6.2700000e+02	   1.2040000e+03	   5.4700000e+02	   6.5200000e+02	   3.9000000e+01	   7.4600000e+02	
   5.6900000e+02	   1.8200000e+02	   3.5100000e+02	   1.4670000e+03	   6.5700000e+02	   3.6200000e+02	   1.1970000e+03	   1.7900000e+02	   2.3600000e+02	   1.1000000e+02	
   7.0800000e+02	   7.8800000e+02	   5.7000000e+01	   1.0370000e+03	   1.8100000e+02	   3.4900000e+02	   1.0060000e+03	   4.4000000e+01	   1.1070000e+03	   4.1000000e+01	
   6.9600000e+02	   3.3000000e+02	   4.6400000e+02	   8.5000000e+01	   3.3700000e+02	   1.1810000e+03	   3.0000000e+00	   1.4080000e+03	   1.4590000e+03	   1.0040000e+03	
   5.1200000e+02	   5.9000000e+02	   1.4300000e+03	   1.3150000e+03	   9.4000000e+01	   6.4200000e+02	   7.8400000e+02	   8.6000000e+02	   1.4690000e+03	   1.4630000e+03	
   6.6200000e+02	   2.4800000e+02	   5.7300000e+02	   1.0580000e+03	   2.8600000e+02	   8.5000000e+01	   1.3960000e+03	   7.2800000e+02	   1.2080000e+03	   9.1100000e+02	
   1.4180000e+03	   6.2700000e+02	   1.3180000e+03	   8.8900000e+02	   1.3580000e+03	   1.3200000e+02	   1.3860000e+03	   4.1700000e+02	   8.6500000e+02	   5.6300000e+02	
   4.4300000e+02	   1.0140000e+03	   5.3600000e+02	   1.2370000e+03	   1.2900000e+02	   1.0070000e+03	   4.6000000e+01	   8.1200000e+02	   3.7500000e+02	   4.0800000e+02	
   4.7800000e+02	   1.2600000e+02	   2.1000000e+02	   3.0000000e+01	   4.7500000e+02	   2.4200000e+02	   1.1440000e+03	   2.2000000e+01	   1.4840000e+03	   1.3560000e+03	
   3.7600000e+02	   8.4600000e+02	   8.3700000e+02	   1.7300000e+02	   1.4710000e+03	   9.0300000e+02	   6.9600000e+02	   1.1800000e+03	   1.7600000e+02	   1.2630000e+03	
   1.1730000e+03	   7.0100000e+02	   8.7200000e+02	   2.7500000e+02	   5.1100000e+02	   5.4600000e+02	   1.1680000e+03	   5.1000000e+01	   1.2900000e+03	   7.3000000e+01	
