   8.9300000e+02	   5.6000000e+01	   2.1000000e+01	   5.5700000e+02	   1.1040000e+03	   1.2460000e+03	   1.3220000e+03	   1.3320000e+03	   3.0000000e+02	   3.8700000e+02	   8.8400000e+02	   1.7600000e+02	   1.2080000e+03	   4.3800000e+02	   4.4300000e+02	   5.6500000e+02	   6.9000000e+02	   1.2480000e+03	   9.5000000e+02	   1.3040000e+03	   8.0900000e+02	   1.4590000e+03	   9.0400000e+02	   1.1950000e+03	   9.1000000e+02	   3.1200000e+02	   1.2390000e+03	   1.0560000e+03	   1.3260000e+03	   5.0100000e+02	   2.3300000e+02	   1.2000000e+01	   1.2490000e+03	   1.1660000e+03	   9.8500000e+02	   7.9600000e+02	   8.0300000e+02	   1.0520000e+03	   9.8800000e+02	   1.5100000e+02	   9.0900000e+02	   1.2500000e+02	   1.7000000e+01	   8.8200000e+02	   6.3800000e+02	   6.9300000e+02	   2.2200000e+02	   7.6800000e+02	   5.7800000e+02	   1.1910000e+03	   8.2000000e+01	   3.2500000e+02	   7.2000000e+01	   8.5100000e+02	   1.0240000e+03	   1.3940000e+03	   1.4780000e+03	   1.5700000e+02	   4.4000000e+01	   7.4800000e+02	   1.6000000e+01	   1.8800000e+02	   7.6500000e+02	   1.3060000e+03	   2.5700000e+02	   1.4800000e+03	   3.0100000e+02	   2.7000000e+02	   5.9800000e+02	   6.2400000e+02	   1.3310000e+03	   4.8000000e+01	   3.4000000e+01	   6.0000000e+00	   9.6400000e+02	   8.9900000e+02	   1.9200000e+02	   8.8800000e+02	   4.0300000e+02	   8.6800000e+02	   4.2000000e+02	   3.2000000e+01	   6.0000000e+01	   9.7500000e+02	   3.0300000e+02	   1.7400000e+02	   7.8000000e+01	   8.7400000e+02	   3.2000000e+02	   7.1000000e+01	   1.1080000e+03	   9.0000000e+01	   1.2400000e+03	   1.5600000e+02	   5.7000000e+01	   1.0550000e+03	   1.2190000e+03	   5.0500000e+02	   1.2340000e+03	   9.3400000e+02	
   1.1420000e+03	   2.7000000e+01	   1.0350000e+03	   3.6500000e+02	   7.4800000e+02	   5.4800000e+02	   3.6400000e+02	   1.1900000e+03	   1.3730000e+03	   6.1500000e+02	   6.0400000e+02	   1.8300000e+02	   1.5900000e+02	   2.1200000e+02	   4.6500000e+02	   1.4650000e+03	   1.0880000e+03	   1.4050000e+03	   7.4100000e+02	   1.4940000e+03	   5.7000000e+01	   8.0000000e+00	   1.2000000e+01	   1.2060000e+03	   1.0030000e+03	   8.9800000e+02	   2.3300000e+02	   1.3400000e+03	   1.1240000e+03	   1.1810000e+03	   2.2300000e+02	   1.4790000e+03	   1.1280000e+03	   3.7100000e+02	   4.0600000e+02	   5.4600000e+02	   1.4610000e+03	   1.0380000e+03	   3.1800000e+02	   5.1800000e+02	   3.2000000e+01	   1.8500000e+02	   1.1400000e+03	   6.8300000e+02	   7.2000000e+02	   1.0750000e+03	   1.3660000e+03	   1.3100000e+02	   1.1000000e+01	   1.3340000e+03	   1.7400000e+02	   1.2220000e+03	   9.5000000e+01	   1.4870000e+03	   1.8600000e+02	   1.1740000e+03	   8.7700000e+02	   1.3500000e+02	   1.3780000e+03	   1.4580000e+03	   1.4500000e+02	   1.3100000e+03	   5.3000000e+01	   1.1310000e+03	   1.1600000e+02	   3.5000000e+02	   7.3000000e+01	   2.5600000e+02	   1.0410000e+03	   1.9600000e+02	   1.6000000e+01	   1.2910000e+03	   6.3600000e+02	   1.2200000e+02	   5.8000000e+01	   4.3900000e+02	   9.2600000e+02	   6.0000000e+01	   8.1100000e+02	   1.1820000e+03	   1.3720000e+03	   1.3830000e+03	   9.6300000e+02	   2.0000000e+02	   9.9400000e+02	   3.8900000e+02	   8.0200000e+02	   6.8100000e+02	   6.8000000e+02	   3.1600000e+02	   1.4270000e+03	   2.1300000e+02	   1.1410000e+03	   1.0330000e+03	   2.3900000e+02	   2.1700000e+02	   1.3180000e+03	   6.0000000e+00	   5.7500000e+02	   7.2100000e+02	
   7.7000000e+02	   4.2200000e+02	   4.4000000e+01	   3.0500000e+02	   4.0300000e+02	   1.3520000e+03	   5.9500000e+02	   8.8100000e+02	   1.3280000e+03	   1.0270000e+03	   9.1000000e+02	   1.3770000e+03	   1.2530000e+03	   8.2900000e+02	   9.4700000e+02	   4.5800000e+02	   1.2300000e+02	   2.6100000e+02	   4.0500000e+02	   1.2220000e+03	   2.5600000e+02	   1.2080000e+03	   5.6400000e+02	   1.4760000e+03	   3.3000000e+01	   1.8500000e+02	   1.0080000e+03	   6.8900000e+02	   9.2700000e+02	   2.0900000e+02	   5.4200000e+02	   1.1270000e+03	   3.9900000e+02	   1.4410000e+03	   5.3000000e+02	   1.0030000e+03	   7.6900000e+02	   5.1500000e+02	   1.4100000e+03	   1.4320000e+03	   3.5700000e+02	   1.6600000e+02	   4.9100000e+02	   2.7600000e+02	   5.9300000e+02	   4.9900000e+02	   6.0000000e+01	   1.7000000e+01	   4.2000000e+02	   1.4230000e+03	   1.2630000e+03	   2.2000000e+01	   1.7500000e+02	   1.3300000e+02	   7.4900000e+02	   5.8200000e+02	   9.9800000e+02	   1.0160000e+03	   2.2500000e+02	   1.0930000e+03	   8.6700000e+02	   9.5900000e+02	   3.2000000e+01	   4.3300000e+02	   6.1900000e+02	   8.4600000e+02	   1.2990000e+03	   7.0100000e+02	   1.6200000e+02	   2.8800000e+02	   6.3000000e+01	   6.9200000e+02	   4.4900000e+02	   1.1250000e+03	   5.3200000e+02	   5.0200000e+02	   4.9600000e+02	   9.4300000e+02	   7.7500000e+02	   5.8600000e+02	   5.1200000e+02	   9.6100000e+02	   1.3490000e+03	   7.9700000e+02	   4.6700000e+02	   4.3900000e+02	   4.5300000e+02	   2.7000000e+01	   1.0430000e+03	   1.4200000e+02	   9.8800000e+02	   6.8700000e+02	   2.1700000e+02	   7.1700000e+02	   9.8700000e+02	   7.7300000e+02	   1.0940000e+03	   1.0100000e+02	   7.9200000e+02	   9.2100000e+02	
   1.4210000e+03	   3.5000000e+01	   9.9800000e+02	   2.2600000e+02	   3.1300000e+02	   3.8700000e+02	   5.9200000e+02	   1.4700000e+03	   5.0900000e+02	   1.2740000e+03	   8.3800000e+02	   8.7100000e+02	   4.0900000e+02	   1.4410000e+03	   1.4960000e+03	   3.1700000e+02	   4.0000000e+02	   4.1000000e+02	   1.3120000e+03	   1.2180000e+03	   6.4400000e+02	   1.1250000e+03	   1.1560000e+03	   1.3300000e+03	   1.2540000e+03	   6.2800000e+02	   8.6000000e+01	   1.2440000e+03	   6.1800000e+02	   1.1100000e+03	   7.0000000e+00	   5.3300000e+02	   6.0000000e+00	   5.3600000e+02	   8.4700000e+02	   1.0830000e+03	   4.4400000e+02	   5.2400000e+02	   1.3190000e+03	   6.7000000e+02	   1.4080000e+03	   1.0600000e+02	   1.3250000e+03	   7.8400000e+02	   1.1900000e+02	   9.1700000e+02	   3.0000000e+01	   1.0240000e+03	   7.5400000e+02	   5.1300000e+02	   7.9000000e+02	   2.9500000e+02	   6.9800000e+02	   3.7700000e+02	   1.2460000e+03	   9.3500000e+02	   1.3800000e+03	   8.9800000e+02	   1.1650000e+03	   3.1000000e+01	   1.0700000e+03	   1.7100000e+02	   4.7900000e+02	   4.5000000e+02	   8.5600000e+02	   4.3800000e+02	   1.1000000e+02	   1.3690000e+03	   4.5000000e+01	   8.8600000e+02	   1.0000000e+00	   1.0980000e+03	   1.3360000e+03	   1.2570000e+03	   5.7500000e+02	   1.1130000e+03	   1.3700000e+02	   8.4600000e+02	   5.7000000e+01	   2.3400000e+02	   3.8100000e+02	   1.0200000e+02	   2.7400000e+02	   6.2400000e+02	   7.8800000e+02	   1.2350000e+03	   6.2900000e+02	   2.2900000e+02	   1.4940000e+03	   6.5100000e+02	   3.2600000e+02	   1.4560000e+03	   8.5100000e+02	   1.6700000e+02	   9.3800000e+02	   1.3290000e+03	   7.4700000e+02	   1.0840000e+03	   1.4480000e+03	   8.3700000e+02	
   9.4900000e+02	   4.5700000e+02	   6.7200000e+02	   4.9300000e+02	   9.3700000e+02	   7.0400000e+02	   4.8500000e+02	   3.6900000e+02	   3.0000000e+00	   8.9800000e+02	   9.2100000e+02	   5.9400000e+02	   7.9700000e+02	   5.4500000e+02	   1.9600000e+02	   5.0000000e+02	   1.1670000e+03	   1.2720000e+03	   1.4100000e+03	   1.4150000e+03	   1.3970000e+03	   1.4340000e+03	   1.2540000e+03	   1.2200000e+03	   7.9000000e+01	   5.1200000e+02	   1.4000000e+01	   1.2730000e+03	   4.5900000e+02	   1.1400000e+02	   1.2980000e+03	   2.0300000e+02	   5.0700000e+02	   3.5300000e+02	   6.8000000e+02	   7.0600000e+02	   3.4700000e+02	   2.8000000e+02	   1.1350000e+03	   9.9900000e+02	   4.6900000e+02	   9.0400000e+02	   5.0000000e+00	   4.1300000e+02	   8.3700000e+02	   2.4800000e+02	   1.3120000e+03	   8.3500000e+02	   5.6500000e+02	   5.4100000e+02	   1.2570000e+03	   2.7400000e+02	   1.4470000e+03	   4.6200000e+02	   9.3200000e+02	   1.3490000e+03	   1.3700000e+03	   3.6600000e+02	   1.0200000e+03	   2.6400000e+02	   7.9200000e+02	   1.3220000e+03	   7.4300000e+02	   1.3500000e+02	   6.1900000e+02	   3.0600000e+02	   9.6000000e+02	   9.6300000e+02	   8.5900000e+02	   6.4400000e+02	   1.1600000e+02	   1.3000000e+02	   1.4930000e+03	   1.2440000e+03	   1.0920000e+03	   7.8000000e+02	   6.7600000e+02	   4.2000000e+01	   7.3400000e+02	   1.4070000e+03	   1.3540000e+03	   1.3720000e+03	   4.0600000e+02	   6.6400000e+02	   1.1850000e+03	   1.1780000e+03	   1.4220000e+03	   5.4900000e+02	   7.9400000e+02	   3.8000000e+02	   8.8200000e+02	   1.4920000e+03	   1.0060000e+03	   1.1740000e+03	   2.9000000e+01	   4.3000000e+02	   3.5100000e+02	   7.2000000e+01	   1.7000000e+02	   6.4300000e+02	
   1.3860000e+03	   1.6200000e+02	   1.2990000e+03	   6.3600000e+02	   1.3640000e+03	   1.5200000e+02	   1.1580000e+03	   6.3900000e+02	   7.7500000e+02	   7.7100000e+02	   6.6600000e+02	   1.1130000e+03	   7.5000000e+02	   1.4670000e+03	   5.0600000e+02	   1.1640000e+03	   5.2300000e+02	   1.0020000e+03	   7.1400000e+02	   2.1000000e+02	   6.5900000e+02	   1.3500000e+02	   6.5400000e+02	   1.1080000e+03	   8.7800000e+02	   7.1700000e+02	   1.0520000e+03	   8.6000000e+01	   5.7500000e+02	   6.8700000e+02	   7.0600000e+02	   7.2300000e+02	   1.3090000e+03	   3.2400000e+02	   8.9400000e+02	   9.2100000e+02	   2.2900000e+02	   1.2370000e+03	   7.0200000e+02	   1.0740000e+03	   1.1910000e+03	   1.2430000e+03	   5.5000000e+01	   3.6500000e+02	   1.4320000e+03	   2.7800000e+02	   1.4310000e+03	   7.9200000e+02	   1.2800000e+02	   1.2450000e+03	   1.3750000e+03	   1.1790000e+03	   7.8200000e+02	   3.7200000e+02	   2.4000000e+02	   1.0090000e+03	   6.0100000e+02	   8.3100000e+02	   1.4080000e+03	   1.2040000e+03	   1.4240000e+03	   1.1770000e+03	   5.0000000e+02	   6.0000000e+00	   1.0190000e+03	   7.3800000e+02	   1.2560000e+03	   4.3900000e+02	   3.3000000e+02	   1.7900000e+02	   2.5000000e+02	   1.3310000e+03	   9.8600000e+02	   1.1600000e+03	   1.1750000e+03	   1.4780000e+03	   5.0700000e+02	   6.5600000e+02	   2.0100000e+02	   9.0900000e+02	   8.4600000e+02	   8.3300000e+02	   1.0030000e+03	   1.2650000e+03	   1.1900000e+02	   3.4900000e+02	   1.0820000e+03	   2.3100000e+02	   1.3330000e+03	   9.2700000e+02	   2.8600000e+02	   3.3200000e+02	   5.6400000e+02	   6.6700000e+02	   8.3200000e+02	   6.5000000e+01	   5.1700000e+02	   9.9800000e+02	   9.7600000e+02	   7.4900000e+02	
   1.1830000e+03	   2.9300000e+02	   1.3350000e+03	   7.3800000e+02	   9.7400000e+02	   1.0090000e+03	   7.9000000e+01	   5.1400000e+02	   5.3600000e+02	   1.4050000e+03	   1.1210000e+03	   1.1300000e+03	   1.4350000e+03	   1.1330000e+03	   5.7000000e+02	   1.2740000e+03	   6.4600000e+02	   1.4800000e+02	   3.3900000e+02	   6.8800000e+02	   7.7300000e+02	   1.4890000e+03	   5.0000000e+00	   5.5200000e+02	   1.2080000e+03	   2.1200000e+02	   1.4610000e+03	   1.3620000e+03	   3.0900000e+02	   1.1820000e+03	   1.1460000e+03	   1.2800000e+02	   9.3900000e+02	   1.3500000e+03	   2.4200000e+02	   8.6900000e+02	   1.4030000e+03	   1.3300000e+02	   2.7600000e+02	   9.2900000e+02	   6.0300000e+02	   6.5800000e+02	   3.3400000e+02	   7.6900000e+02	   8.8000000e+02	   1.2420000e+03	   7.6300000e+02	   1.7600000e+02	   1.3900000e+02	   1.2730000e+03	   1.1110000e+03	   9.0300000e+02	   5.9000000e+02	   3.2000000e+02	   5.1200000e+02	   1.0600000e+02	   1.1660000e+03	   1.2490000e+03	   7.9300000e+02	   9.4500000e+02	   2.7200000e+02	   5.9300000e+02	   1.0960000e+03	   3.4000000e+02	   9.0500000e+02	   9.4000000e+01	   6.4000000e+02	   2.9400000e+02	   2.0300000e+02	   8.6300000e+02	   3.8800000e+02	   6.2500000e+02	   8.1200000e+02	   2.0600000e+02	   4.4500000e+02	   1.2580000e+03	   6.6900000e+02	   2.1300000e+02	   3.6500000e+02	   1.1400000e+02	   1.0250000e+03	   1.4790000e+03	   6.6600000e+02	   9.8300000e+02	   4.9300000e+02	   1.5000000e+01	   4.5700000e+02	   1.4930000e+03	   1.0650000e+03	   1.5700000e+02	   4.1400000e+02	   1.3130000e+03	   9.8600000e+02	   4.9700000e+02	   1.4980000e+03	   8.7500000e+02	   4.9200000e+02	   1.0300000e+02	   3.4300000e+02	   1.2100000e+02	
   8.8100000e+02	   7.1800000e+02	   8.9900000e+02	   5.4000000e+02	   1.2950000e+03	   8.9000000e+01	   3.7500000e+02	   6.3300000e+02	   1.3090000e+03	   1.3180000e+03	   6.8400000e+02	   4.2800000e+02	   1.2940000e+03	   1.3940000e+03	   9.5600000e+02	   2.7900000e+02	   2.9600000e+02	   1.4160000e+03	   1.3990000e+03	   4.2100000e+02	   5.5600000e+02	   1.2030000e+03	   4.9900000e+02	   2.7400000e+02	   5.3400000e+02	   9.3400000e+02	   7.0100000e+02	   4.4900000e+02	   1.3540000e+03	   1.5900000e+02	   7.7600000e+02	   1.2450000e+03	   5.6200000e+02	   1.3000000e+02	   1.3580000e+03	   1.2200000e+03	   4.6200000e+02	   7.0600000e+02	   7.2700000e+02	   3.5500000e+02	   3.7000000e+01	   8.9800000e+02	   1.1990000e+03	   6.2900000e+02	   1.2230000e+03	   3.1300000e+02	   4.3300000e+02	   3.5000000e+02	   4.6500000e+02	   8.3000000e+01	   1.4290000e+03	   1.2020000e+03	   1.4910000e+03	   9.6600000e+02	   8.5600000e+02	   9.1800000e+02	   1.0600000e+02	   1.0810000e+03	   4.5800000e+02	   1.3810000e+03	   1.0550000e+03	   2.8000000e+01	   1.1230000e+03	   1.2620000e+03	   1.7300000e+02	   1.7700000e+02	   6.1400000e+02	   2.0500000e+02	   1.3190000e+03	   2.0000000e+02	   8.0300000e+02	   1.1090000e+03	   8.6200000e+02	   9.6100000e+02	   1.4010000e+03	   1.3470000e+03	   4.2500000e+02	   1.1400000e+03	   7.8600000e+02	   1.2590000e+03	   2.9500000e+02	   1.2300000e+03	   1.1790000e+03	   5.8000000e+02	   3.1600000e+02	   1.1060000e+03	   9.5900000e+02	   1.1540000e+03	   1.0510000e+03	   5.7900000e+02	   3.6000000e+01	   1.4320000e+03	   3.7700000e+02	   2.0000000e+00	   1.1000000e+01	   1.3680000e+03	   1.2960000e+03	   1.1820000e+03	   1.3330000e+03	   8.4900000e+02	
   1.1520000e+03	   3.4300000e+02	   1.1210000e+03	   1.0360000e+03	   1.0180000e+03	   3.6200000e+02	   6.5000000e+02	   9.3500000e+02	   7.8000000e+01	   1.0470000e+03	   1.2000000e+02	   1.4830000e+03	   1.0920000e+03	   4.2600000e+02	   1.5500000e+02	   2.6800000e+02	   1.2660000e+03	   1.3300000e+02	   2.7100000e+02	   3.7500000e+02	   2.6400000e+02	   1.4670000e+03	   6.4700000e+02	   8.8400000e+02	   7.3000000e+01	   7.5900000e+02	   2.2800000e+02	   6.2400000e+02	   1.5000000e+03	   1.5400000e+02	   6.3800000e+02	   1.2580000e+03	   1.0330000e+03	   7.2800000e+02	   6.1500000e+02	   1.0310000e+03	   9.0300000e+02	   1.4390000e+03	   2.6500000e+02	   6.2300000e+02	   1.0450000e+03	   4.7200000e+02	   1.1340000e+03	   1.1500000e+02	   9.3900000e+02	   2.6600000e+02	   9.2900000e+02	   7.2300000e+02	   1.3100000e+02	   1.0490000e+03	   1.4520000e+03	   9.5400000e+02	   1.1120000e+03	   9.1100000e+02	   1.0620000e+03	   2.1400000e+02	   1.3360000e+03	   2.7900000e+02	   4.0200000e+02	   2.7500000e+02	   9.1500000e+02	   1.1790000e+03	   6.9800000e+02	   6.7600000e+02	   8.4300000e+02	   2.9100000e+02	   1.9400000e+02	   1.1960000e+03	   1.4700000e+03	   1.1600000e+02	   1.0740000e+03	   1.0260000e+03	   1.0980000e+03	   4.5400000e+02	   5.8700000e+02	   5.4200000e+02	   6.4200000e+02	   4.8400000e+02	   7.5600000e+02	   5.0100000e+02	   1.2130000e+03	   1.2140000e+03	   5.6300000e+02	   1.2380000e+03	   1.0000000e+01	   9.6100000e+02	   8.9900000e+02	   1.2500000e+02	   8.7300000e+02	   2.4000000e+01	   7.4900000e+02	   9.3100000e+02	   5.6600000e+02	   3.2000000e+01	   3.9000000e+02	   3.4400000e+02	   1.8300000e+02	   7.2000000e+01	   1.2830000e+03	   6.7400000e+02	
   1.4350000e+03	   4.0100000e+02	   2.6600000e+02	   5.4600000e+02	   9.1800000e+02	   3.6200000e+02	   1.0550000e+03	   1.1310000e+03	   8.3300000e+02	   5.4300000e+02	   4.1600000e+02	   5.7000000e+02	   5.7500000e+02	   5.4900000e+02	   4.9700000e+02	   1.2780000e+03	   5.6700000e+02	   2.1500000e+02	   1.4520000e+03	   1.0560000e+03	   1.3290000e+03	   2.4500000e+02	   1.2680000e+03	   6.2900000e+02	   9.7900000e+02	   5.8000000e+01	   1.3250000e+03	   1.4940000e+03	   3.3200000e+02	   6.8700000e+02	   1.2380000e+03	   1.2440000e+03	   7.1900000e+02	   5.1800000e+02	   5.5800000e+02	   7.1300000e+02	   8.1000000e+02	   6.7100000e+02	   6.1200000e+02	   1.1640000e+03	   1.2470000e+03	   9.0000000e+00	   4.4600000e+02	   7.4000000e+02	   4.6700000e+02	   1.1330000e+03	   7.8600000e+02	   1.1000000e+01	   1.4230000e+03	   1.2020000e+03	   4.8700000e+02	   1.1850000e+03	   2.2800000e+02	   4.3900000e+02	   5.0100000e+02	   1.0120000e+03	   1.2420000e+03	   1.3600000e+02	   5.0900000e+02	   8.4400000e+02	   3.0000000e+01	   6.5200000e+02	   1.3170000e+03	   1.4090000e+03	   7.2700000e+02	   1.3000000e+01	   9.1000000e+01	   5.4000000e+02	   1.3710000e+03	   5.3000000e+02	   3.2000000e+01	   1.4740000e+03	   1.5000000e+01	   5.7000000e+01	   2.1000000e+01	   1.1270000e+03	   6.0000000e+01	   1.3020000e+03	   7.2800000e+02	   2.0000000e+00	   1.3330000e+03	   5.0000000e+01	   7.0400000e+02	   9.1400000e+02	   4.7100000e+02	   4.0000000e+01	   1.3400000e+02	   6.9000000e+01	   1.0740000e+03	   7.4800000e+02	   1.4470000e+03	   1.3560000e+03	   1.0200000e+03	   1.8300000e+02	   6.7000000e+01	   7.0800000e+02	   1.0380000e+03	   4.5000000e+01	   1.4170000e+03	   1.3440000e+03	
